,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
0,V Kohli (INDIA),201002019,75,70,20,2633,94*,52.66,1907,138.07,0,24,2,247,71
1,RG Sharma (INDIA),200702019,104,96,14,2633,118,32.1,1905,138.21,4,19,6,234,120
2,MJ Guptill (NZ),200902019,83,80,7,2436,105,33.36,1810,134.58,2,15,2,215,113
3,Shoaib Malik (ICC/PAK),200602019,111,104,30,2263,75,30.58,1824,124.06,0,7,1,186,61
4,BB McCullum (NZ),200502015,71,70,10,2140,123,35.66,1571,136.21,2,13,3,199,91
5,DA Warner (AUS),200902019,76,76,8,2079,100*,30.57,1476,140.85,1,15,5,203,86
6,EJG Morgan (ENG),200902019,86,84,17,2002,91,29.88,1475,135.72,0,11,3,151,96
7,Mohammad Shahzad (AFG),201002018,65,65,3,1936,118*,31.22,1436,134.81,1,12,3,218,72
8,JP Duminy (SA),200702019,81,75,25,1934,96*,38.68,1532,126.24,0,11,6,138,71
9,PR Stirling (IRE),200902019,72,71,6,1929,91,29.67,1401,137.68,0,16,8,233,59
10,Mohammad Hafeez (PAK),200602018,89,86,8,1908,86,24.46,1643,116.12,0,10,6,196,51
11,TM Dilshan (SL),200602016,80,79,12,1889,104*,28.19,1567,120.54,1,13,10,223,33
12,AJ Finch (AUS),201102019,58,58,9,1878,172,38.32,1200,156.5,2,11,4,182,90
13,LRPL Taylor (NZ),200602019,95,87,19,1743,63,25.63,1430,121.88,0,5,5,110,65
14,Umar Akmal (PAK),200902019,84,79,14,1690,94,26,1377,122.73,0,8,10,122,55
15,AB de Villiers (SA),200602017,78,75,11,1672,79*,26.12,1237,135.16,0,10,5,140,60
16,H Masakadza (ZIM),200602019,66,66,2,1662,93*,25.96,1418,117.2,0,11,1,151,65
17,AD Hales (ENG),201102019,60,60,7,1644,116*,31.01,1203,136.65,1,8,4,175,55
18,CH Gayle (WI),200602019,58,54,4,1627,117,32.54,1139,142.84,2,13,3,138,105
19,MS Dhoni (INDIA),200602019,98,85,42,1617,56,37.6,1282,126.13,0,2,1,116,52
20,Tamim Iqbal (BDESH/ICC/World),200702018,75,75,5,1613,103*,23.04,1383,116.63,1,6,6,174,41
21,MN Samuels (WI),200702018,67,65,10,1611,89*,29.29,1386,116.23,0,10,0,144,69
22,SK Raina (INDIA),200602018,78,66,11,1605,101,29.18,1190,134.87,1,5,3,145,58
23,GJ Maxwell (AUS),201202019,61,54,9,1576,145*,35.02,985,160,3,7,1,133,81
24,Shakib Al Hasan (BDESH),200602019,76,76,10,1567,84,23.74,1266,123.77,0,9,5,163,33
25,C Munro (NZ),201202019,60,57,7,1546,109*,30.92,966,160.04,3,9,5,114,100
26,KS Williamson (NZ),201102019,57,55,7,1505,73*,31.35,1236,121.76,0,9,2,158,26
27,S Dhawan (INDIA),201102019,58,57,3,1504,92,27.85,1173,128.21,0,9,1,166,46
28,KJ O'Brien (IRE),200802019,90,83,10,1504,124,20.6,1124,133.8,1,3,10,117,69
29,DPMD Jayawardene (SL),200602014,55,55,8,1493,100,31.76,1121,133.18,1,9,4,173,33
30,Ahmed Shehzad (PAK),200902019,59,59,2,1471,111*,25.8,1282,114.74,1,7,2,157,33
31,SR Watson (AUS),200602016,58,56,6,1462,124*,29.24,1006,145.32,1,10,3,115,83
32,Mahmudullah (BDESH),200702019,83,76,16,1430,64*,23.83,1166,122.64,0,4,2,113,48
33,Shahid Afridi (ICC/PAK),200602018,99,91,12,1416,54*,17.92,944,150,0,4,8,103,73
34,Babar Azam (PAK),201602019,36,36,8,1405,97*,50.17,1102,127.49,0,12,0,139,20
35,KJ Coetzer (SCOT),200802019,58,56,2,1386,89,25.66,1136,122,0,6,3,144,45
36,KC Sangakkara (SL),200602014,56,53,9,1382,78,31.4,1156,119.55,0,8,2,139,20
37,F du Plessis (SA/World),201202019,44,44,6,1363,119,35.86,1006,135.48,1,8,0,126,45
38,Mohammad Nabi (AFG),201002019,75,70,11,1316,89,22.3,902,145.89,0,4,4,83,78
39,DA Miller (SA/World),201002019,72,62,18,1309,101*,29.75,935,140,1,2,0,91,57
40,HM Amla (SA/World),200902018,44,44,6,1277,97*,33.6,967,132.05,0,8,2,146,26
41,Mushfiqur Rahim (BDESH),200602019,84,76,13,1265,72*,20.07,1060,119.33,0,5,5,110,31
42,JC Buttler (ENG),201102018,66,58,11,1260,73*,26.8,912,138.15,0,7,3,102,53
43,RD Berrington (SCOT),200802019,61,54,10,1247,100,28.34,967,128.95,1,3,6,117,36
44,GC Wilson (IRE),200802019,78,65,8,1239,65*,21.73,1185,104.55,0,3,4,105,20
45,Yuvraj Singh (INDIA),200702017,58,51,9,1177,77*,28.02,863,136.38,0,8,1,77,74
46,KP Pietersen (ENG),200502013,37,36,5,1176,79,37.93,831,141.51,0,7,1,119,32
47,MDKJ Perera (SL),201302019,42,42,0,1171,84,27.88,867,135.06,0,11,0,114,41
48,NLTC Perera (ICC/SL/World),201002019,79,70,21,1169,61,23.85,767,152.41,0,3,8,87,62
49,Asghar Afghan (AFG),201002019,66,60,4,1167,62,20.83,1102,105.89,0,3,4,69,58
0,DJ Bravo (WI),200602016,66,59,12,1142,66*,24.29,981,116.41,0,4,4,67,49
1,KL Rahul (INDIA),201602019,34,31,5,1138,110*,43.76,777,146.46,2,8,1,102,50
2,BN Cooper (NL),201302019,51,48,9,1094,91*,28.05,890,122.92,0,7,5,96,36
3,WTS Porterfield (IRE),200802018,61,59,6,1079,72,20.35,971,111.12,0,3,5,120,23
4,KA Pollard (WI),200802019,68,58,12,1058,68,23,819,129.18,0,4,1,69,61
5,AD Mathews (SL),200902018,72,57,18,1055,81*,27.05,893,118.14,0,5,1,67,35
6,CS MacLeod (SCOT),200902019,49,47,7,1042,74,26.05,905,115.13,0,7,4,93,21
7,Q de Kock (SA),201202019,38,38,5,1018,79*,30.84,787,129.35,0,4,3,117,32
8,LMP Simmons (WI),200702019,49,48,7,990,82*,24.14,848,116.74,0,6,6,92,37
9,Kamran Akmal (PAK),200602017,58,53,6,987,73,21,825,119.63,0,5,7,100,31
10,HG Munsey (SCOT),201502019,38,36,3,987,127*,29.9,640,154.21,1,5,4,114,45
11,Samiullah Shinwari (AFG),201002019,62,55,10,985,61,21.88,829,118.81,0,2,2,73,37
12,CL White (AUS),200702014,47,44,14,984,85*,32.8,740,132.97,0,5,3,71,44
13,GC Smith (SA),200502011,33,33,2,982,89*,31.67,770,127.53,0,5,1,123,26
14,Shaiman Anwar (UAE),201402019,32,32,3,971,117*,33.48,770,126.1,1,6,1,75,43
15,Sabbir Rahman (BDESH),201402019,44,43,5,946,80,24.89,783,120.81,0,4,2,89,28
16,G Gambhir (INDIA),200702012,37,36,2,932,75,27.41,783,119.02,0,7,2,109,10
17,Najibullah Zadran (AFG),201202019,57,48,18,918,69*,30.6,663,138.46,0,3,1,60,48
18,JE Root (ENG),201202019,32,30,5,893,90*,35.72,707,126.3,0,5,2,92,16
19,MP O'Dowd (NL),201502019,36,35,2,866,69,26.24,718,120.61,0,6,0,83,19
20,E Chigumbura (ZIM),200602019,54,53,9,852,54*,19.36,597,142.71,0,3,6,58,51
21,E Lewis (WI),201602019,29,28,1,833,125*,30.85,544,153.12,2,5,3,54,67
22,SC Williams (ZIM),200602019,38,38,5,821,66,24.87,630,130.31,0,6,4,75,24
23,BRM Taylor (ZIM),200602019,38,38,5,818,75*,24.78,678,120.64,0,5,5,81,23
24,Sarfaraz Ahmed (PAK),201002019,58,41,12,812,89*,28,641,126.67,0,3,2,79,15
25,LD Chandimal (SL),201002018,54,47,4,800,58,18.6,766,104.43,0,4,0,73,16
26,W Barresi (NL),201202019,42,41,6,799,75*,22.82,695,114.96,0,4,3,69,21
27,Soumya Sarkar (BDESH),201502019,46,46,0,791,51,17.19,648,122.06,0,1,8,81,28
28,A Balbirnie (IRE),201502019,37,33,2,790,83,25.48,593,133.22,0,4,3,94,12
29,Misbah0ul0Haq (PAK),200702012,39,34,13,788,87*,37.52,715,110.2,0,3,2,45,26
30,P Khadka (NEPAL),201402019,30,29,3,777,106*,29.88,602,129.06,1,4,3,79,26
31,ADS Fletcher (WI),200802018,42,40,4,765,84*,21.25,707,108.2,0,6,6,54,37
32,LJ Wright (ENG),200702014,51,45,5,759,99*,18.97,554,137,0,4,9,68,31
33,Fakhar Zaman (PAK),201702019,34,33,0,756,91,22.9,553,136.7,0,4,2,86,22
34,DJ Hussey (AUS),200802012,39,36,3,756,88*,22.9,623,121.34,0,3,4,41,34
35,MH Cross (SCOT),201302019,43,35,6,755,66*,26.03,593,127.31,0,5,3,77,22
36,JJ Roy (ENG),201402018,32,32,0,743,78,23.21,512,145.11,0,4,4,75,35
37,SJ Myburgh (NL),201202019,33,32,2,741,71*,24.7,635,116.69,0,5,6,82,22
38,J Charles (WI),201102016,34,33,0,724,84,21.93,595,121.68,0,4,4,84,26
39,MEK Hussey (AUS),200502012,38,30,11,721,60*,37.94,529,136.29,0,4,1,58,25
40,RS Bopara (ENG),200802014,38,35,10,711,65*,28.44,599,118.69,0,3,0,54,17
41,CK Kapugedera (SL),200602017,43,38,7,703,50,22.67,591,118.95,0,1,0,58,25
42,Muhammad Usman (UAE),201602019,34,32,5,695,89*,25.74,593,117.2,0,3,3,61,21
43,CO Obuya (KENYA),200702019,35,33,6,691,75*,25.59,649,106.47,0,4,3,47,17
44,TP Ura (PNG),201502019,23,23,5,671,107*,37.27,476,140.96,1,4,0,54,31
45,JH Kallis (SA),200502012,25,23,4,666,73,35.05,558,119.35,0,5,0,56,20
46,PW Borren (NL),200802017,43,38,5,638,57,19.33,524,121.75,0,1,2,60,18
47,D Ramdin (WI),200602019,71,50,16,636,55*,18.7,551,115.42,0,1,3,51,19
48,ST Jayasuriya (SL),200602011,31,30,3,629,88,23.29,487,129.15,0,4,4,76,23
49,CJ Chibhabha (ZIM),200602018,33,32,0,621,67,19.4,570,108.94,0,5,3,72,12
0,MR Swart (NL),201202016,26,25,2,621,89,27,537,115.64,0,4,1,53,16
1,MN Waller (ZIM),201102018,32,31,8,613,68,26.65,443,138.37,0,1,2,42,28
2,Rohan Mustafa (UAE),201402019,38,37,1,605,77,16.8,521,116.12,0,2,4,71,17
3,JM Bairstow (ENG),201102019,34,29,6,603,68,26.21,450,134,0,3,2,56,25
4,Jatinder Singh (OMAN),201502019,25,25,2,599,68*,26.04,535,111.96,0,3,1,63,6
5,Salman Butt (PAK),200702010,24,23,2,595,74,28.33,551,107.98,0,3,1,66,10
6,RR Hendricks (SA),201402019,22,22,0,593,74,26.95,487,121.76,0,4,2,71,8
7,DJM Short (AUS),201802019,20,20,2,592,76,32.88,490,120.81,0,4,1,66,15
8,MK Pandey (INDIA),201502019,32,27,12,587,79*,39.13,478,122.8,0,2,2,40,16
9,DJG Sammy (WI/World),200702017,68,52,18,587,42*,17.26,398,147.48,0,0,3,45,31
10,PD Collingwood (ENG/World),200502017,36,33,2,583,79,18.8,459,127.01,0,3,3,37,24
11,DR Smith (WI),200602015,33,32,0,582,72,18.18,474,122.78,0,3,1,62,31
12,SB Styris (NZ),200502010,31,29,2,578,66,21.4,483,119.66,0,1,0,40,25
13,SPD Smith (AUS),201002019,36,28,7,577,90,27.47,448,128.79,0,4,1,53,12
14,Nizakat Khan (HKG),201402019,34,32,0,576,62,18,478,120.5,0,2,4,51,19
15,JA Morkel (SA),200502015,50,38,11,572,43,21.18,402,142.28,0,0,1,29,39
16,MJ Lumb (ENG),201002014,27,27,1,552,63,21.23,413,133.65,0,3,1,64,21
17,Zeeshan Maqsood (OMAN),201502019,29,25,4,542,56,25.8,481,112.68,0,2,2,66,12
18,Babar Hayat (HKG),201402017,24,24,4,541,122,27.05,433,124.94,1,2,2,45,20
19,Karim Sadiq (AFG),201002018,36,36,0,538,72,14.94,493,109.12,0,1,4,61,10
20,RN ten Doeschate (NL),200802019,22,22,10,533,59,44.41,400,133.25,0,3,1,27,19
21,C Kieswetter (ENG),201002012,25,25,1,526,63,21.91,470,111.91,0,3,2,47,23
22,RR Patel (KENYA),200802019,30,26,4,526,55,23.9,414,127.05,0,3,1,31,31
23,Hazratullah Zazai (AFG),201602019,13,13,1,519,162*,43.25,319,162.69,1,2,1,46,37
24,F Behardien (SA),201202018,38,30,14,518,64*,32.37,404,128.21,0,1,1,37,16
25,V Sibanda (ZIM),200702016,26,26,1,511,59,20.44,503,101.59,0,1,3,52,11
26,Noor Ali Zadran (AFG),201002017,20,20,1,506,63,26.63,497,101.81,0,3,1,45,6
27,Nawroz Mangal (AFG),201002017,32,32,4,505,65*,18.03,453,111.47,0,2,4,42,19
28,Imran Nazir (PAK),200702012,25,24,1,500,72,21.73,370,135.13,0,3,2,59,22
29,Liton Das (BDESH),201502019,25,25,0,497,61,19.88,360,138.05,0,2,2,44,22
30,Shafiqullah (AFG),201002019,46,42,12,494,51*,16.46,340,145.29,0,1,5,35,31
31,MJ Clarke (AUS),200502010,34,28,5,488,67,21.21,473,103.17,0,1,2,29,10
32,CJ Anderson (NZ),201202018,31,24,4,485,94*,24.25,351,138.17,0,2,3,30,26
33,G Malla (NEPAL),201402019,24,23,0,482,107,20.95,389,123.9,1,1,1,46,21
34,C de Grandhomme (NZ),201202019,33,31,7,479,59,19.95,321,149.22,0,3,3,27,29
35,TP Visee (NL),201502019,27,27,0,478,78,17.7,316,151.26,0,3,4,65,17
36,MS Chapman (HKG/NZ),201402018,24,23,2,475,63*,22.61,416,114.18,0,1,0,38,13
37,JDP Oram (NZ),200502012,36,30,7,474,66*,20.6,339,139.82,0,2,3,38,22
38,GJ Bailey (AUS/World),201202017,30,26,7,473,63,24.89,346,136.7,0,2,1,37,20
39,BKG Mendis (SL),201602019,24,24,0,473,79,19.7,353,133.99,0,5,2,40,21
40,Gulbadin Naib (AFG),201202019,45,37,10,472,56*,17.48,393,120.1,0,1,3,33,22
41,NJ O'Brien (IRE),200802016,30,28,2,466,50,17.92,475,98.1,0,1,0,40,7
42,AD Russell (WI),201102018,47,39,13,465,47,17.88,329,141.33,0,0,6,30,32
43,PM Seelaar (NL),200802019,69,40,11,464,96*,16,423,109.69,0,1,1,31,8
44,JEC Franklin (NZ),200602013,38,31,8,463,60,20.13,391,118.41,0,2,2,28,23
45,CR Ervine (ZIM),201002019,22,21,1,461,68*,23.05,454,101.54,0,3,1,43,13
46,A Vala (PNG),201502019,26,24,4,460,68,23,427,107.72,0,2,0,39,13
47,DJ Malan (ENG),201702019,9,9,1,458,103*,57.25,293,156.31,1,5,0,47,20
48,JD Ryder (NZ),200802014,22,21,1,457,62,22.85,358,127.65,0,3,2,47,18
49,RE van der Merwe (NL/SA),200902019,43,29,12,454,75*,26.7,345,131.59,0,2,4,36,13
0,Khawar Ali (OMAN),201502019,29,28,0,453,50,16.17,482,93.98,0,1,2,48,12
1,MD Gunathilaka (SL),201602019,21,21,0,452,57,21.52,365,123.83,0,2,0,49,12
2,Mohammad Ashraful (BDESH),200702013,23,23,0,450,65,19.56,356,126.4,0,2,2,48,11
3,Rameez Shahzad (UAE),201602019,22,21,3,449,54,24.94,404,111.13,0,1,2,37,13
4,Usman Ghani (AFG),201502019,19,19,1,445,73,24.72,407,109.33,0,3,0,44,12
5,Younis Khan (PAK),200602010,25,23,3,442,51,22.1,364,121.42,0,2,2,31,12
6,NR Kumar (CAN),201202019,18,16,2,434,83,31,336,129.16,0,3,1,34,13
7,MD Shanaka (SL),201502019,35,35,7,434,54,15.5,386,112.43,0,1,7,29,24
8,N Dickwella (SL),201602019,23,22,0,429,68,19.5,309,138.83,0,1,2,57,8
9,Muhammad Tanveer (QAT),201902019,15,15,4,428,57*,38.9,331,129.3,0,4,0,36,22
10,PL Mommsen (SCOT),201202016,24,19,7,419,68*,34.91,329,127.35,0,2,1,32,11
11,Syed Aziz (MAL),201902019,14,14,2,415,87,34.58,297,139.73,0,4,2,43,16
12,RR Pant (INDIA),201702019,26,24,4,409,65*,20.45,336,121.72,0,2,3,28,18
13,Aqib Ilyas (OMAN),201502019,22,22,4,408,60,22.66,356,114.6,0,2,1,47,7
14,TH David (SGP),201902019,12,12,1,408,77,37.09,274,148.9,0,2,0,36,17
15,MG Erasmus (NAM),201902019,16,14,3,407,72,37,293,138.9,0,4,0,33,20
16,MW Machan (SCOT),201302016,13,13,3,407,67*,40.7,318,127.98,0,3,0,37,7
17,WU Tharanga (SL),200602018,26,26,1,407,47,16.28,330,123.33,0,0,3,42,12
18,Sikandar Raza (ZIM),201302019,32,30,0,406,59,13.53,384,105.72,0,1,0,34,8
19,EC Joyce (ENG/IRE),200602014,18,15,3,405,78*,33.75,431,93.96,0,1,0,30,5
20,TLW Cooper (NL),201202016,18,17,3,404,72*,28.85,306,132.02,0,2,2,38,16
21,BJ Haddin (AUS),200602014,34,29,6,402,47,17.47,351,114.52,0,0,2,30,13
22,RT Ponting (AUS),200502009,17,16,2,401,98*,28.64,302,132.78,0,2,2,41,11
23,HH Gibbs (SA),200502010,23,23,1,400,90*,18.18,318,125.78,0,3,4,45,12
24,KD Karthik (ICC/INDIA),200602019,32,26,14,399,48,33.25,278,143.52,0,0,2,42,15
25,V Sehwag (INDIA),200602012,19,18,0,394,68,21.88,271,145.38,0,2,1,43,16
26,Abdul Razzaq (PAK),200602013,32,29,10,393,46*,20.68,337,116.61,0,0,2,21,21
27,Rizwan Cheema (CAN),200802019,24,24,2,389,72,17.68,314,123.88,0,2,5,33,28
28,SJ Baard (NAM),201902019,13,13,2,387,92,35.18,305,126.88,0,4,1,32,13
29,AA Obanda (KENYA),200702019,30,28,2,381,79,14.65,362,105.24,0,1,5,49,7
30,CJA Amini (PNG),201502019,23,18,4,377,60,26.92,324,116.35,0,2,2,16,13
31,Mashrafe Mortaza (BDESH),200602017,54,39,11,377,36,13.46,277,136.1,0,0,6,28,23
32,AM Rahane (INDIA),201102016,20,20,2,375,61,20.83,331,113.29,0,1,2,32,6
33,J Rasu (VAN),201902019,13,13,0,374,74,28.76,338,110.65,0,2,0,27,16
34,Hussain Talat (PAK),201802019,14,14,1,371,63,28.53,309,120.06,0,2,1,35,5
35,Nasir Hossain (BDESH),201102016,31,24,4,370,50*,18.5,326,113.49,0,2,2,30,7
36,JW Jenner (JER),201902019,17,17,2,365,71,24.33,299,122.07,0,3,2,24,14
37,PJ Moor (ZIM),201602019,21,19,4,364,92*,24.26,286,127.27,0,1,0,22,24
38,Nasir Jamshed (PAK),201202013,18,18,1,363,56,21.35,320,113.43,0,2,1,34,12
39,NS Dhaliwal (CAN),201902019,12,11,2,361,69,40.11,291,124.05,0,3,0,22,16
40,Sharjeel Khan (PAK),201302016,15,15,0,360,59,24,262,137.4,0,2,0,48,13
41,L Ronchi (AUS/ICC/NZ),200802018,33,26,6,359,51*,17.95,256,140.23,0,1,5,30,14
42,R Sandaruwan (KUW),201902019,10,10,1,358,103,39.77,216,165.74,1,2,2,29,24
43,S Bau (PNG),201602019,23,17,3,356,40*,25.42,338,105.32,0,0,1,21,11
44,Anamul Haque (BDESH),201202015,13,13,2,355,58,32.27,301,117.94,0,1,1,38,12
45,KD Shah (HKG),201402019,26,22,3,351,79,18.47,340,103.23,0,2,3,26,10
46,SW Billings (ENG/ICC),201502019,26,23,3,348,87,17.4,255,136.47,0,2,1,33,11
47,S Chandramohan (SGP),201902019,12,12,1,348,66,31.63,292,119.17,0,3,3,33,15
48,OA Shah (ENG),200702009,17,15,1,347,55*,24.78,284,122.18,0,1,0,26,13
49,SO Tikolo (KENYA),200702013,15,15,3,345,56*,28.75,281,122.77,0,2,3,46,6
0,S Chanderpaul (WI),200602010,22,22,5,343,41,20.17,347,98.84,0,0,0,34,5
1,DM Bravo (WI),201002019,20,18,1,340,43*,20,317,107.25,0,0,3,28,13
2,JM Vince (ENG),201502019,12,12,0,340,59,28.33,275,123.63,0,1,0,34,9
3,A Symonds (AUS),200502009,14,11,4,337,85*,48.14,199,169.34,0,2,2,33,10
4,N Davin (NAM),201902019,16,16,1,335,54,22.33,216,155.09,0,1,1,33,15
5,SA Edwards (NL),201802019,29,22,8,334,42*,23.85,229,145.85,0,0,1,33,6
6,Asif Ali (PAK),201802019,25,24,6,331,41*,18.38,258,128.29,0,0,1,15,19
7,Faisal Javed (QAT),201902019,15,15,0,330,61,22,212,155.66,0,2,1,45,11
8,SR Thompson (IRE),201402019,41,30,8,328,56,14.9,254,129.13,0,1,1,23,14
9,RJ Nicol (NZ),201002013,21,19,0,327,58,17.21,296,110.47,0,2,2,33,11
10,RR Rossouw (SA),201402016,15,14,3,327,78,29.72,237,137.97,0,2,2,29,12
11,Aamir Kaleem (OMAN),201502019,25,22,4,325,46*,18.05,306,106.2,0,0,4,26,9
12,LE Bosman (SA),200602010,14,14,1,323,94,24.84,219,147.48,0,3,2,27,20
13,Anshuman Rath (HKG),201502017,20,19,2,321,44,18.88,344,93.31,0,0,1,31,2
14,N Vanua (PNG),201502019,25,22,8,321,54,22.92,211,152.13,0,1,4,12,23
15,TM Head (AUS),201602018,16,15,3,319,48*,26.58,245,130.2,0,0,0,19,10
16,TL Seifert (NZ),201802019,19,18,1,316,84,18.58,228,138.59,0,1,2,22,21
17,BDH Stevens (JER),201902019,17,17,1,316,44,19.75,315,100.31,0,0,1,30,6
18,GJ Delany (IRE),201902019,17,15,3,314,89*,26.16,206,152.42,0,2,0,28,12
19,N Nipiko (VAN),201902019,14,14,2,312,62,26,297,105.05,0,2,1,16,13
20,N Pooran (WI),201602019,16,16,3,312,58,24,247,126.31,0,2,1,24,17
21,R Powell (WI),201702019,23,18,3,311,54,20.73,250,124.4,0,2,1,26,13
22,Virandeep Singh (MAL),201902019,12,12,0,311,57,25.91,309,100.64,0,1,1,27,7
23,CR Brathwaite (WI),201102019,41,27,6,310,37*,14.76,274,113.13,0,0,3,13,22
24,HH Pandya (INDIA),201602019,40,25,6,310,33*,16.31,210,147.61,0,0,2,18,19
25,S Vesawkar (NEPAL),201402019,17,16,3,310,40,23.84,313,99.04,0,0,0,25,7
26,ML Hayden (AUS),200502007,9,9,3,308,73*,51.33,214,143.92,0,4,0,37,13
27,NJ Ferraby (JER),201902019,14,14,1,303,81*,23.3,257,117.89,0,1,2,38,2
28,Tamoor Sajjad (QAT),201902019,12,11,2,301,68,33.44,216,139.35,0,1,1,24,14
29,NL McCullum (NZ),200702016,63,41,15,299,36*,11.5,297,100.67,0,0,4,19,8
30,RR Sarwan (WI),200702010,18,16,3,298,59,22.92,286,104.19,0,2,1,19,6
31,L Siaka (PNG),201502019,26,22,2,296,39,14.8,271,109.22,0,0,4,26,7
32,Kamran Khan (QAT),201902019,14,14,1,295,52,22.69,220,134.09,0,2,0,26,17
33,R Mutumbami (ZIM),201502019,22,19,4,294,54,19.6,251,117.13,0,1,1,19,15
34,B Bhandari (NEPAL),201402019,27,23,6,292,58*,17.17,262,111.45,0,2,1,23,12
35,CA Lynn (AUS),201402018,18,16,1,291,44,19.4,221,131.67,0,0,1,28,14
36,HDRL Thirimanne (SL),201202016,26,20,2,291,44,16.16,267,108.98,0,0,1,27,5
37,AN Kervezee (NL),200902012,10,10,1,289,58*,32.11,262,110.3,0,2,0,19,6
38,DS Airee (NEPAL),201802019,18,16,2,287,47*,20.5,260,110.38,0,0,0,22,6
39,IA Karim (KENYA),201302019,16,16,3,286,71*,22,299,95.65,0,2,2,30,2
40,A Bagai (CAN),200802013,9,9,2,284,67*,40.57,249,114.05,0,2,0,27,0
41,Mohammad Shahzad (UAE),201502017,20,20,2,281,52,15.61,239,117.57,0,1,2,25,11
42,TC Bruce (NZ),201702019,15,15,2,279,59*,21.46,222,125.67,0,2,0,24,7
43,SO Hetmyer (WI),201802019,20,18,1,279,56,16.41,223,125.11,0,1,2,19,17
44,TAM Siriwardana (SL),201502017,22,19,3,275,42,17.18,208,132.21,0,0,4,16,12
45,AC Gilchrist (AUS),200502008,13,13,1,272,48,22.66,192,141.66,0,0,0,27,13
46,Amjad Javed (UAE),201402017,22,18,3,271,76,18.06,242,111.98,0,1,1,17,15
47,MV Boucher (SA),200502010,25,21,6,268,36*,17.86,275,97.45,0,0,0,22,2
48,Ravinderpal Singh (CAN),201902019,12,10,2,266,101,33.25,177,150.28,1,1,1,13,19
49,PK Matautaava (VAN),201902019,10,10,0,265,103,26.5,156,169.87,1,1,2,19,20
0,SR Taylor (USA),201902019,8,8,1,265,72,37.85,207,128.01,0,2,1,28,10
1,MJ Santner (NZ),201502019,39,27,10,263,37,15.47,205,128.29,0,0,3,22,7
2,Imad Wasim (PAK),201502019,41,29,9,261,47,13.05,180,145,0,0,6,28,7
3,DMW Rawlins (BMUDA),201902019,11,11,0,261,63,23.72,201,129.85,0,1,1,23,15
4,Adnan Idrees (KUW),201902019,6,6,0,259,80,43.16,157,164.96,0,3,0,35,9
5,T Taibu (ZIM),200702012,17,15,6,259,45*,28.77,257,100.77,0,0,2,19,2
6,Adnan Ilyas (OMAN),201502016,12,11,0,258,54,23.45,218,118.34,0,1,0,16,8
7,Najeeb Tarakai (AFG),201402019,12,12,0,258,90,21.5,210,122.85,0,1,1,21,13
8,DM de Silva (SL),201502019,13,13,0,257,62,19.76,252,101.98,0,1,0,18,4
9,Manpreet Singh (SGP),201902019,12,12,1,255,42,23.18,222,114.86,0,0,0,15,5
10,SE Marsh (AUS),200802016,15,15,1,255,47*,18.21,248,102.82,0,0,2,15,10
11,RP Burl (ZIM),201802019,16,13,3,254,57*,25.4,221,114.93,0,1,0,16,10
12,HE van der Dussen (SA),201802019,9,8,0,254,64,31.75,192,132.29,0,2,1,14,12
13,Waqas Barkat (HKG),201402019,22,20,2,254,37,14.11,286,88.81,0,0,2,20,0
14,SF Mire (ZIM),201802019,9,8,0,253,94,31.62,196,129.08,0,2,0,23,13
15,GH Dockrell (IRE),201002019,73,33,14,251,34*,13.21,207,121.25,0,0,4,14,7
16,DT Johnston (IRE),200802013,30,19,7,249,62,20.75,184,135.32,0,1,1,13,11
17,RV Uthappa (INDIA),200702015,13,12,2,249,50,24.9,211,118,0,1,1,26,6
18,CG Williams (NAM),201902019,13,12,3,249,68*,27.66,210,118.57,0,1,1,15,10
19,JP Kotze (NAM),201902019,12,12,1,245,101*,22.27,193,126.94,1,0,1,21,13
20,Mohamed Rishwan (Mald),201902019,11,10,0,245,67,24.5,245,100,0,2,0,22,10
21,CN Ackermann (NL),201902019,11,11,3,243,43*,30.37,196,123.97,0,0,0,18,5
22,Muhammad Kashif (KUW),201902019,10,9,4,242,53,48.4,215,112.55,0,2,0,14,13
23,UT Khawaja (AUS),201602016,9,9,0,241,58,26.77,182,132.41,0,1,0,31,5
24,MA Leask (SCOT),201302019,31,22,2,240,58,12,199,120.6,0,1,2,16,12
25,SW Poynter (IRE),201502019,25,21,6,240,39,16,213,112.67,0,0,0,22,6
26,Aizaz Khan (HKG),201402019,30,27,7,239,31,11.95,234,102.13,0,0,4,19,4
27,MS Wade (AUS),201102016,26,17,5,239,72,19.91,218,109.63,0,1,0,11,9
28,Ashfaq Ahmed (UAE),201802019,12,12,0,238,75,19.83,185,128.64,0,3,2,32,6
29,SD Hope (WI),201702019,13,11,0,238,55,21.63,175,136,0,2,1,24,10
30,J Mubarak (SL),200702009,16,15,4,238,46*,21.63,188,126.59,0,0,2,21,8
31,Khalid Latif (PAK),200802016,13,13,2,237,59*,21.54,229,103.49,0,1,1,25,6
32,RE Levi (SA),201202012,13,13,2,236,117*,21.45,167,141.31,1,1,3,20,15
33,YK Pathan (INDIA),200702012,22,18,5,236,37*,18.15,161,146.58,0,0,3,11,17
34,MM Ali (ENG),201402018,25,22,6,235,72*,14.68,198,118.68,0,1,6,21,9
35,F Damiao Couana (Moz),201902019,7,7,1,233,71*,38.83,179,130.16,0,1,0,16,14
36,ES Szwarczynski (NL),200802013,14,12,1,233,45,21.18,243,95.88,0,0,0,22,2
